Település;ár;terület (m^2);Szobák;Építés típusa;Futés;Emelet;Ing. állapota;Lift;Megye
Budapest VIII ker;25 000 000 Ft;62;2;csúsztatott zsalus;házközponti;4;nincs megadva;van;Budapest
Budapest XI ker;114 697 000 Ft;104;4;tégla;egyéb;földszint;építés alatt;nem;Budapest
Budapest V ker;305 000 000 Ft;80;3;nincs megadva;gáz (cirko);4;nincs megadva;igen;Budapest
Budapest V ker;74 990 000 Ft;56;1 + 1;tégla;házközponti futés;2;felújított;igen;Budapest
Budapest XI ker;79 800 000 Ft;81;3;tégla;gáz (cirko);1;újszeru;igen;Budapest
Budapest V ker;74 990 000 Ft;56;1 + 1;tégla;házközponti futés;2;felújított;igen;Budapest
Kaposvár;24 990 000 Ft;56;3 + 1;tégla;gáz (cirko);földszint;felújított;nem;Somogy
Budapest VII ker;44 900 000 Ft;65;2;tégla;gáz (konvektor);2;felújított;nem;Budapest
Budapest IX ker;79 000 000 Ft;83;3;tégla;házközponti egyedi méréssel;4;újszeru;igen;Budapest
Budapest VIII ker;38 900 000 Ft;63;2;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Budapest
Budapest VII ker;44 900 000 Ft;65;2;tégla;gáz (konvektor);2;felújított;NA;Budapest
Budapest X ker;63 500 000 Ft;170;5;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest IX ker;79 000 000 Ft;83;3;tégla;házközponti egyedi méréssel;4;újszeru;igen;Budapest
Budapest VIII ker;42 990 000 Ft;59;2;tégla;cirkó;4;felújított;igen;Budapest
Budapest III ker;31 900 000 Ft;51;2;panel;központi futés;3;jó;igen;Budapest
Budapest VI ker;36 800 000 Ft;64;2;tégla;gáz;3;átlagos;NA;Budapest
Budapest VI ker;31 300 000 Ft;45;2;tégla;gáz (konvektor);földszint;felújított;NA;Budapest
Budapest XV ker;26 000 000 Ft;35;1 + 1;panel;távfutés egyedi mérovel;7;jó állapotú;igen;Budapest
Budapest XIV ker;37 400 000 Ft;43;2;tégla;házközponti egyedi méréssel;3;újszeru;igen;Budapest
Budapest VI ker;109 990 001 Ft;133;3;tégla;házközponti egyedi méréssel;tetotér;új építésu;igen;Budapest
Vác;31 500 000 Ft;69;3;tégla;egyéb;magasföldszint;jó állapotú;nem;Pest
Pécs;33 500 000 Ft;53;2;tégla;házközponti egyedi mérovel;nincs megadva;nincs megadva;nincs;Baranya
Szombathely;21 000 000 Ft;55;2;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Vas
Budapest VI ker;31 300 000 Ft;45;2;tégla;gáz (konvektor);földszint;felújított;nem;Budapest
Budapest XIV ker;37 400 000 Ft;43;2;tégla;házközponti egyedi méréssel;3;újszeru;igen;Budapest
Budapest III ker;77 900 000 Ft;77;1 + 2;tégla;gáz (cirko);1;újszeru;igen;Budapest
Sopron;32 900 000 Ft;78;2 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Gyor-Moson-Sopron
Budapest VI ker;89 000 000 Ft;100;3 + 1;tégla;házközponti futés;2;jó állapotú;igen;Budapest
Budapest III ker;77 900 000 Ft;77;1 + 2;tégla;gáz (cirko);1;újszeru;igen;Budapest
Budapest V ker;169 000 000 Ft;94;3;tégla;gáz - cirko;4;nincs megadva;van;Budapest
Budaörs;29 000 000 Ft;75;2 + 4;tégla;elektromos;földszint;felújítandó;nem;Pest
Budapest XV ker;26 000 000 Ft;35;1 + 1;panel;távfutés egyedi mérovel;7;jó állapotú;igen;Budapest
Szeged;29 500 000 Ft;70;3;tégla;gáz (konvektor);magasföldszint;közepes állapotú;nem;Csongrád
Tatabánya;16 500 000 Ft;43;1 + 1;- nem meghatározott -;központi futés;3;jó;NA;Komárom-Esztergom
Budapest VI ker;67 000 000 Ft;67;3;tégla;egyéb;tetotér;új építésu;igen;Budapest
Budapest VII ker;35 390 000 Ft;43;1 + 1;tégla;gáz (konvektor);2;felújított;nem;Budapest
Budapest VI ker;117 000 000 Ft;128;4 + 1;tégla;egyéb;tetotér;új építésu;igen;Budapest
Budapest VI ker;74 990 000 Ft;78;3;tégla;házközponti egyedi méréssel;4;új építésu;igen;Budapest
Debrecen;39 900 000 Ft;89;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Hajdú-Bihar
Pécs;29 500 000 Ft;64;3;tégla;gáz (cirko);2;felújított;nem;Baranya
Budapest V ker;330 258 643 Ft;84;3;tégla;elektromos;4;nincs megadva;van;Budapest
Pécs;36 000 000 Ft;62;2 + 2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Baranya
Budapest XI ker;94 790 000 Ft;101;3;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest VII ker;35 390 000 Ft;43;1 + 1;tégla;gáz (konvektor);2;felújított;NA;Budapest
Budapest VIII ker;34 000 000 Ft;34;1;tégla;házközponti egyedi méréssel;1;újszeru;igen;Budapest
Budapest VIII ker;34 000 000 Ft;34;1;tégla;házközponti egyedi méréssel;1;újszeru;igen;Budapest
Budapest VI ker;64 900 000 Ft;75;2;tégla;gáz - cirko;3;nincs megadva;nincs;Budapest
Budapest II ker;59 900 000 Ft;70;2;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest
Budapest XII ker;198 120 000 Ft;100;3;tégla;egyéb;2;új építésu;igen;Budapest
Budapest VII ker;62 900 000 Ft;85;2 + 1;tégla;gáz - cirko;2;nincs megadva;van;Budapest
Budapest III ker;31 500 000 Ft;52;2;panel;központi futés;10;újszeru;igen;Budapest
Budapest II ker;59 900 000 Ft;70;2;tégla;gáz (konvektor);3;közepes állapotú;NA;Budapest
Veszprém;25 900 000 Ft;85;3 + 1;panel;gáz - cirko;nincs megadva;nincs megadva;nincs;Veszprém
Budapest XIV ker;42 700 000 Ft;71;2;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Pécs;13 580 000 Ft;39;1 + 2;panel;távfutés egyedi mérovel;3;nincs megadva;nincs;Baranya
Budapest VIII ker;34 900 000 Ft;50;2;csúszózsalusbeton;házközponti futés;3;közepes állapotú;igen;Budapest
Budapest II ker;249 990 000 Ft;155;4;tégla;gáz (cirko);3;felújított;igen;Budapest
Debrecen;35 999 999 Ft;63;2;tégla;gáz - konvektor;2;nincs megadva;nincs;Hajdú-Bihar
Siófok;99 500 000 Ft;240;8;tégla;gáz (cirko);1;jó állapotú;nem;Somogy
Budapest VII ker;31 500 000 Ft;40;1 + 1;tégla;gáz - héra;3;nincs megadva;nincs;Budapest
Miskolc;18 390 000 Ft;70;2 + 1;tégla;gáz (konvektor);2;jó állapotú;nem;Borsod-Abaúj-Zemplén
Tiszaújváros;20 000 000 Ft;60;2 + 1;panel;távfutés egyedi mérovel;2;nincs megadva;van;Borsod-Abaúj-Zemplén
Miskolc;6 100 000 Ft;56;2;tégla;kályha;2;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest X ker;26 300 000 Ft;54;2;panel;távfutés;10;nincs megadva;van;Budapest
Budapest XX ker;24 900 000 Ft;54;2;nincs megadva;távfutés;magasföldszint;felújítandó;nem;Budapest
Eger;21 900 000 Ft;114;3 + 2;tégla;gáz - cirko;1;nincs megadva;nincs;Heves
Budapest V ker;73 000 000 Ft;74;2 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;van;Budapest
Siófok;64 500 000 Ft;62;1 + 2;tégla;gáz - cirko;2;nincs megadva;van;Somogy
Jászberény;16 999 999 Ft;54;2;tégla;gáz - konvektor;3;nincs megadva;nincs;Jász-Budapestgykun-Szolnok
Budapest XIII ker;27 300 000 Ft;53;2 + 1;tégla;elektromos;szuterén;felújított;nem;Budapest
Budapest VIII ker;68 800 000 Ft;86;3;tégla;gáz (cirko);1;felújított;NA;Budapest
Miskolc;14 000 000 Ft;54;1 + 2;panel;távfutés;3;közepes állapotú;igen;Borsod-Abaúj-Zemplén
Pécs;19 100 000 Ft;36;1 + 1;panel;távfutés egyedi mérovel;6;felújított;igen;Baranya
Budapest VIII ker;68 800 000 Ft;86;3;tégla;gáz (cirko);1;felújított;nem;Budapest
Budapest XX ker;66 075 000 Ft;88;3 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest XX ker;27 413 000 Ft;34;1 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest XX ker;66 075 000 Ft;88;3 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest XX ker;27 413 000 Ft;34;1 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest XIV ker;32 900 000 Ft;40;1 + 1;tégla;gáz (konvektor);földszint;felújított;NA;Budapest
Budapest XIV ker;32 900 000 Ft;40;1 + 1;tégla;gáz (konvektor);földszint;felújított;nem;Budapest
Budapest XIII ker;27 300 000 Ft;53;2 + 1;tégla;elektromos;szuterén;felújított;NA;Budapest
Hajdúszoboszló;25 000 000 Ft;53;1;tégla;fan-coil;1;nincs megadva;NA;Hajdú-Bihar
Komárom;25 990 000 Ft;74;3;tégla;gáz (cirko);magasföldszint;felújított;nem;Komárom-Esztergom
Budapest XII ker;238 760 000 Ft;130;5;tégla;egyéb;1;új építésu;igen;Budapest
Budaörs;75 800 000 Ft;83;4;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Dunaújváros;9 500 000 Ft;49;2;panel;házközponti;4;nincs megadva;nincs;Fejér
Budapest V ker;273 000 000 Ft;185;6;tégla;gáz - cirko;1;nincs megadva;van;Budapest
Budaörs;75 800 000 Ft;83;4;tégla;gáz (cirko);földszint;új építésu;nem;Pest
Budapest VI ker;74 900 000 Ft;52;2;tégla;gáz - cirko;1;nincs megadva;van;Budapest
Debrecen;42 490 000 Ft;95;2 + 2;tégla;gáz - cirko;3;nincs megadva;nincs;Hajdú-Bihar
Budapest XII ker;158 750 000 Ft;86;4;tégla;egyéb;földszint;új építésu;igen;Budapest
Szigetszentmiklós;21 500 000 Ft;57;2;panel;házközponti egyedi méréssel;3;felújított;nem;Pest
Budapest VI ker;52 900 000 Ft;68;2;tégla;gáz (konvektor);2;közepes állapotú;igen;Budapest
Budapest VIII ker;69 500 000 Ft;120;3 + 2;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest VIII ker;69 500 000 Ft;120;3 + 2;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest IX ker;98 104 500 Ft;105;4;tégla;gáz (cirko);3;jó állapotú;igen;Budapest
Miskolc;26 890 000 Ft;79;1 + 3;tégla;gáz - cirko;3;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest VI ker;69 900 000 Ft;80;4;tégla;gáz - cirko;1;nincs megadva;nincs;Budapest
Debrecen;22 100 000 Ft;35;1 + 1;panel;távfutés egyedi mérovel;8;nincs megadva;van;Hajdú-Bihar
Budapest VI ker;32 900 000 Ft;41;1;tégla;gáz (konvektor);2;felújított;nem;Budapest
Komárom;22 790 000 Ft;70;3 + 1;- nem meghatározott -;központi futés;4;jó;NA;Komárom-Esztergom
Budapest II ker;62 500 000 Ft;69;2 + 1;tégla;gáz (cirko);4;újszeru;nem;Budapest
Salgótarján;8 400 000 Ft;55;2;nincs megadva;gáz (konvektor);3;felújított;nem;Nógrád
Kecskemét;32 450 000 Ft;95;2 + 2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Bács-Kiskun
Balatonkenese;39 900 000 Ft;94;3 + 1;tégla;elektromos;földszint;építés alatt;nem;Veszprém
Budapest VI ker;58 469 000 Ft;60;2;tégla;gáz (cirko);földszint;felújított;NA;Budapest
Békéscsaba;17 500 000 Ft;75;3 + 1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Békés
Budapest VIII ker;28 550 000 Ft;51;2;panel;központi futés;7;felújított;igen;Budapest
Pécs;29 900 000 Ft;56;2;tégla;házközponti egyedi méréssel;1;új építésu;nem;Baranya
Budapest III ker;31 900 000 Ft;59;2;tégla;gáz - konvektor;1;nincs megadva;nincs;Budapest
Budapest III ker;24 800 000 Ft;30;1 + 1;tégla;cirkó;földszint;átlagos;igen;Budapest
Budapest XIII ker;53 500 000 Ft;63;2;tégla;távfutés;1;nincs megadva;nincs;Budapest
Budapest V ker;153 900 000 Ft;73;3;csúszózsalusbeton;házközponti futés;3;jó állapotú;igen;Budapest
Budapest VI ker;58 469 000 Ft;60;2;tégla;gáz (cirko);földszint;felújított;nem;Budapest
Budapest VI ker;99 000 000 Ft;91;3 + 1;tégla;elektromos;3;felújított;igen;Budapest
Nyíregyháza;29 000 000 Ft;75;4;tégla;cirkó;1;új építésu;igen;Szabolcs-Szatmár-Bereg
Miskolc;13 500 000 Ft;56;2;tégla;gáz (konvektor);3;közepes állapotú;nem;Borsod-Abaúj-Zemplén
Bogács;22 330 000 Ft;40;2 + 2;tégla;gáz (cirko);földszint;új építésu;NA;Borsod-Abaúj-Zemplén
Budaörs;86 800 000 Ft;96;4;tégla;gáz (cirko);1;új építésu;nem;Pest
Nyíregyháza;24 280 000 Ft;58;2;tégla;cirkó;nincs megadva;jó;igen;Szabolcs-Szatmár-Bereg
Bogács;22 330 000 Ft;40;2 + 2;tégla;gáz (cirko);földszint;új építésu;nem;Borsod-Abaúj-Zemplén
Budapest VI ker;99 000 000 Ft;91;3 + 1;tégla;elektromos;3;felújított;igen;Budapest
Nyíregyháza;32 800 000 Ft;80;4;tégla;cirkó;3;új építésu;igen;Szabolcs-Szatmár-Bereg
Székesfehérvár;95 753 600 Ft;84;1 + 3;tégla;házközponti egyedi méréssel;2;új építésu;nem;Fejér
Érd;63 700 000 Ft;141;3 + 2;tégla;gáz (cirko);1;felújított;NA;Pest
Budapest XII ker;64 890 000 Ft;67;2 + 1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Székesfehérvár;95 753 600 Ft;84;1 + 3;tégla;házközponti egyedi méréssel;2;új építésu;nem;Fejér
Székesfehérvár;43 470 000 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;nem;Fejér
Székesfehérvár;43 470 000 Ft;60;1 + 2;tégla;házközponti egyedi méréssel;1;új építésu;nem;Fejér
Székesfehérvár;36 479 000 Ft;50;1 + 1;tégla;házközponti egyedi méréssel;1;új építésu;nem;Fejér
Székesfehérvár;37 520 000 Ft;51;1 + 1;tégla;házközponti egyedi méréssel;földszint;új építésu;nem;Fejér
Budapest XIV ker;51 000 000 Ft;64;2 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest IV ker;42 990 000 Ft;76;2 + 1;panel;távfutés;3;felújított;nem;Budapest
Szolnok;18 900 000 Ft;70;2 + 1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Jász-Budapestgykun-Szolnok
Keszthely;25 700 000 Ft;60;2 + 1;csúsztatott zsalus;gáz - cirko;4;nincs megadva;nincs;Zala
Székesfehérvár;26 500 000 Ft;34;1;tégla;házközponti egyedi méréssel;földszint;új építésu;nem;Fejér
Érd;63 700 000 Ft;141;3 + 2;tégla;gáz (cirko);1;felújított;nem;Pest
Eger;19 000 000 Ft;98;2 + 2;tégla;gáz - cirko;3;nincs megadva;nincs;Heves
Budapest IV ker;42 990 000 Ft;76;2 + 1;panel;távfutés;3;felújított;NA;Budapest
Budapest IX ker;44 000 000 Ft;44;2;tégla;távfutés egyedi mérovel;2;új építésu;igen;Budapest
Budapest IX ker;45 000 000 Ft;48;2;tégla;távfutés egyedi mérovel;3;új építésu;igen;Budapest
Egerszalók;22 900 000 Ft;38;1;tégla;elektromos;1;nincs megadva;van;Heves
Budapest IX ker;35 000 000 Ft;35;1;tégla;távfutés egyedi mérovel;3;új építésu;igen;Budapest
Budapest XX ker;67 500 000 Ft;98;1 + 3;tégla;gáz (cirko);földszint;újszeru;nem;Budapest
Budapest XIV ker;30 900 000 Ft;50;2;panel;távfutés;1;jó állapotú;NA;Budapest
Budapest XIX ker;73 900 000 Ft;82;3;tégla;gáz - cirko;1;nincs megadva;nincs;Budapest
Budapest XIV ker;30 900 000 Ft;50;2;panel;távfutés;1;jó állapotú;nem;Budapest
Budapest XV ker;19 900 000 Ft;33;2;tégla;házközponti egyedi méréssel;földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Baj;49 900 000 Ft;123;4 + 1;- nem meghatározott -;cirkó;földszint;jó;NA;Komárom-Esztergom
Budapest VIII ker;23 500 000 Ft;29;1 + 1;tégla;gáz (konvektor);földszint;közepes állapotú;nem;Budapest
Budapest VI ker;49 900 000 Ft;47;2;tégla;elektromos;3;felújított;igen;Budapest
Budapest VI ker;49 900 000 Ft;47;2;tégla;elektromos;3;felújított;igen;Budapest
Budapest VI ker;49 900 000 Ft;44;2;tégla;elektromos;3;felújított;igen;Budapest
Budapest XI ker;33 900 000 Ft;53;2 + 1;panel;központi futés;4;felújításra szorul;igen;Budapest
Budapest VI ker;49 900 000 Ft;44;2;tégla;elektromos;3;felújított;igen;Budapest
Komló;2 850 000 Ft;32;1;tégla;kályha;3;nincs megadva;nincs;Baranya
Budapest III ker;134 500 000 Ft;107;3;tégla;gáz (cirko);2;újszeru;igen;Budapest
Budapest III ker;134 500 000 Ft;107;3;tégla;gáz (cirko);2;újszeru;igen;Budapest
Budaörs;66 800 000 Ft;82;4;tégla;gáz (cirko);1;új építésu;nem;Pest
Kaposvár;12 750 000 Ft;41;1 + 1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Somogy
Miskolc;15 900 000 Ft;73;3;panel;távfutés;6;jó állapotú;igen;Borsod-Abaúj-Zemplén
Székesfehérvár;20 500 000 Ft;54;2;panel;távfutés;10;jó állapotú;igen;Fejér
Budapest II ker;223 000 000 Ft;155;4;tégla;gáz (cirko);3;felújított;igen;Budapest
Budapest IX ker;43 000 000 Ft;45;2;tégla;távfutés egyedi mérovel;1;új építésu;igen;Budapest
Budapest III ker;45 900 000 Ft;37;1 + 1;tégla;gáz (cirko);2;új építésu;igen;Budapest
Budapest IX ker;34 500 000 Ft;36;1;tégla;távfutés egyedi mérovel;2;új építésu;igen;Budapest
Budapest III ker;59 900 000 Ft;46;1 + 1;tégla;gáz (cirko);2;új építésu;igen;Budapest
Budapest III ker;45 900 000 Ft;37;1 + 1;tégla;gáz (cirko);tetotér;új építésu;igen;Budapest
Budapest III ker;59 900 000 Ft;46;1 + 1;tégla;gáz (cirko);tetotér;új építésu;igen;Budapest
Budapest IX ker;198 000 000 Ft;173;5 + 3;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest II ker;223 000 000 Ft;155;4;tégla;gáz (cirko);3;felújított;igen;Budapest
Budapest VII ker;158 000 000 Ft;89;4;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest II ker;68 900 000 Ft;102;5;tégla;gáz (cirko);3;jó állapotú;nem;Budapest
Budapest VIII ker;25 500 000 Ft;41;1;tégla;gáz (konvektor);4;jó állapotú;NA;Budapest
Budapest VII ker;122 000 000 Ft;91;2 + 2;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XII ker;64 890 000 Ft;90;2;tégla;házközponti futés;2;felújítandó;igen;Budapest
Budapest VII ker;195 000 000 Ft;170;3 + 1;tégla;gáz (cirko);3;felújítandó;igen;Budapest
Budapest VII ker;68 000 000 Ft;82;2;tégla;házközponti futés;3;jó állapotú;nem;Budapest
Budaörs;92 800 000 Ft;116;4;tégla;gáz (cirko);2;új építésu;nem;Pest
Budaörs;66 800 000 Ft;75;3;tégla;gáz (cirko);1;új építésu;nem;Pest
Budapest XIII ker;64 000 000 Ft;75;2 + 1;tégla;házközponti egyedi méréssel;1;újszeru (kevesebb mint 10éves);igen;Budapest
Komárom;17 700 000 Ft;50;2;panel;egyéb;2;felújított;nem;Komárom-Esztergom
Budaörs;56 800 000 Ft;71;3;tégla;gáz (cirko);1;új építésu;nem;Pest
Budapest VII ker;62 800 000 Ft;88;2 + 1;tégla;gáz (konvektor);3;jó állapotú;NA;Budapest
Budapest VII ker;62 800 000 Ft;88;2 + 1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budaörs;82 800 000 Ft;95;4;tégla;gáz (cirko);2;új építésu;nem;Pest
Budapest XIV ker;24 680 000 Ft;28;1;tégla;gáz - konvektor;1;nincs megadva;nincs;Budapest
Kiskorös;19 500 000 Ft;62;1 + 1;tégla;gáz - cirko;2;nincs megadva;nincs;Bács-Kiskun
Budaörs;121 800 000 Ft;168;6;tégla;gáz (cirko);2;új építésu;nem;Pest
Budaörs;63 800 000 Ft;82;4;tégla;gáz (cirko);2;új építésu;nem;Pest
Szeged;36 900 000 Ft;82;3 + 1;tégla;gáz (cirko);2;újszeru;igen;Csongrád
Budaörs;52 800 000 Ft;65;3;tégla;gáz (cirko);2;új építésu;nem;Pest
Kaposvár;25 750 000 Ft;64;2 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Somogy
Tótkomlós;7 800 000 Ft;62;2 + 1;tégla;gáz - konvektor;3;nincs megadva;nincs;Békés
Szeged;34 000 000 Ft;82;1 + 2;tégla;gáz - konvektor;6;nincs megadva;van;Csongrád
Szekszárd;33 065 000 Ft;53;1 + 2;tégla;gáz - cirko;1;nincs megadva;nincs;TolBudapest
Gyor;24 690 000 Ft;53;2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Gyor-Moson-Sopron
Budapest XVII ker;59 900 000 Ft;85;4;tégla;gáz (cirko);3;felújított;nem;Budapest
Budapest VI ker;39 900 000 Ft;58;2;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Budapest
Pécs;14 700 000 Ft;40;2;tégla;gáz - konvektor;2;nincs megadva;nincs;Baranya
Budapest VII ker;59 900 000 Ft;63;2;tégla;gáz - cirko;2;nincs megadva;nincs;Budapest
Miskolc;19 990 000 Ft;100;3;egyéb;gáz - cirko;4;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Pécs;15 000 000 Ft;37;2;tégla;házközponti;nincs megadva;nincs megadva;nincs;Baranya
Budapest V ker;119 900 000 Ft;116;4 + 1;tégla;házközponti egyedi méréssel;1;felújított;igen;Budapest
Budapest XV ker;46 900 000 Ft;88;2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest II ker;62 900 000 Ft;75;2 + 1;tégla;gáz (cirko);4;felújított;igen;Budapest
Budapest V ker;100 000 000 Ft;83;3;tégla;házközponti futés;1;felújított;igen;Budapest
Budapest V ker;122 000 000 Ft;108;4;tégla;gáz - cirko;2;nincs megadva;van;Budapest
Budapest VI ker;39 900 000 Ft;52;2;tégla;gáz;2;felújított;NA;Budapest
Budapest VII ker;55 800 000 Ft;56;2;tégla;gáz (cirko);2;felújított;nem;Budapest
Budapest XVIII ker;25 400 000 Ft;53;1 + 2;panel;távfutés egyedi mérovel;10 felett;nincs megadva;van;Budapest
Budapest VII ker;55 800 000 Ft;56;2;tégla;gáz (cirko);2;felújított;NA;Budapest
Békéscsaba;17 200 000 Ft;59;2;panel;gáz (cirko);3;jó állapotú;nem;Békés
Debrecen;56 000 000 Ft;152;2 + 4;tégla;gáz - cirkó;nincs megadva;nincs megadva;NA;Hajdú-Bihar
Budapest V ker;100 000 000 Ft;83;3;tégla;házközponti futés;1;felújított;igen;Budapest
Szombathely;17 490 000 Ft;55;2;panel;távfutés;nincs megadva;nincs megadva;nincs;Vas
Debrecen;95 032 300 Ft;76;2;tégla;egyéb;8;építés alatt;igen;Hajdú-Bihar
Debrecen;83 212 305 Ft;51;2;tégla;egyéb;8;építés alatt;igen;Hajdú-Bihar
Tata;22 000 000 Ft;61;1 + 2;- nem meghatározott -;központi futés;3;jó;NA;Komárom-Esztergom
Debrecen;47 777 400 Ft;40;1;tégla;egyéb;8;építés alatt;igen;Hajdú-Bihar
Kecskemét;22 000 000 Ft;45;1 + 1;panel;házközponti egyedi méréssel;3;felújított;nem;Bács-Kiskun
Kecskemét;15 500 000 Ft;31;1;panel;házközponti egyedi méréssel;3;felújított;nem;Bács-Kiskun
Eger;17 300 000 Ft;58;2;panel;távfutés egyedi mérovel;4;nincs megadva;nincs;Heves
Budapest VII ker;32 000 000 Ft;44;1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest
Almásfüzito;8 600 000 Ft;42;2;tégla;egyéb;földszint;felújítandó;nem;Komárom-Esztergom
Balatonfüred;35 900 000 Ft;55;2 + 1;tégla;gáz (cirko);1;felújított;nem;Veszprém
Gyula;20 400 000 Ft;48;1 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Békés
Budapest XIV ker;27 900 000 Ft;40;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest
